material_id,bandgap
8304225.vasp,1.198
9001559.vasp,1.455
8240605.vasp,0.665
8490820.vasp,1.856
8291889.vasp,2.193
8205889.vasp,1.539
8521624.vasp,1.738
8220344.vasp,1.35
9131490.vasp,1.432
8289783.vasp,0.602
7774462.vasp,1.59
8245782.vasp,0.577
8302192.vasp,0.578
8308063.vasp,4.391
8306078.vasp,2.643
8311865.vasp,3.311
8437435.vasp,4.153
8309839.vasp,4.132
7764996.vasp,3.825
8996498.vasp,4.17
8308129.vasp,4.366
8306150.vasp,2.594
9135155.vasp,0.682
8311868.vasp,3.302
8310693.vasp,3.453
8229910.vasp,4.16
8869455.vasp,3.837
8535610.vasp,4.256
8992479.vasp,0.723
8534406.vasp,2.007
8241927.vasp,1.809
8991104.vasp,1.495
8245855.vasp,1.145
8434991.vasp,1.51
8245986.vasp,1.602
8241930.vasp,0.981
8216701.vasp,1.75
8313102.vasp,2.376
8283789.vasp,2.514
8311871.vasp,3.244
8310697.vasp,3.378
8309848.vasp,4.072
8312021.vasp,3.796
8435511.vasp,4.002
8242231.vasp,2.061
8275964.vasp,1.866
8997053.vasp,3.911
8535632.vasp,2.323
8306121.vasp,2.56
8535663.vasp,0.627
8311874.vasp,3.144
8233477.vasp,3.485
8434832.vasp,4.104
8312024.vasp,3.861
1928290.vasp,4.239
8233480.vasp,2.012
8306259.vasp,0.83
7762894.vasp,2.345
8306196.vasp,4.354
8434927.vasp,2.398
8306205.vasp,2.614
8311877.vasp,3.359
8310114.vasp,4.217
8259089.vasp,4.229
8435514.vasp,4.079
7827836.vasp,2.486
8535952.vasp,2.527
8245914.vasp,2.564
8242706.vasp,2.198
8997215.vasp,2.155
8241656.vasp,1.901
8233589.vasp,4.699
8437127.vasp,3.289
8278003.vasp,2.994
8204229.vasp,3.11
8275979.vasp,3.282
8233592.vasp,3.426
7776152.vasp,3.331
8302209.vasp,3.092
8436405.vasp,2.932
8272606.vasp,0.731
8434823.vasp,0.723
8991114.vasp,1.61
8239144.vasp,0.967
8229199.vasp,0.946
8871300.vasp,1.519
8435331.vasp,1.524
8246111.vasp,1.304
8302212.vasp,0.752
7832188.vasp,0.729
8260055.vasp,3.047
7829492.vasp,1.952
7828332.vasp,2.149
8289659.vasp,1.742
8242536.vasp,1.392
8260058.vasp,3.375
8228246.vasp,3.869
8312475.vasp,0.915
8311883.vasp,2.032
7840818.vasp,1.99
8242829.vasp,1.412
8990591.vasp,2.773
8239155.vasp,2.595
8242791.vasp,2.471
8995470.vasp,3.225
8302216.vasp,2.881
7839416.vasp,2.856
9236842.vasp,2.2
8875837.vasp,0.722
8312481.vasp,2.029
9130495.vasp,2.509
7762238.vasp,2.88
7752978.vasp,4.57
8997079.vasp,3.805
7782204.vasp,3.311
8241321.vasp,1.878
8311761.vasp,0.506
8242030.vasp,3.831
7832504.vasp,2.433
8878413.vasp,2.119
8216731.vasp,2.723
8435337.vasp,1.946
7744296.vasp,4.542
8259037.vasp,4.143
8535616.vasp,4.088
8997117.vasp,1.548
8276416.vasp,1.233
8242039.vasp,1.919
8535642.vasp,1.427
8311773.vasp,1.475
8869564.vasp,2.316
8435517.vasp,2.701
8312845.vasp,2.546
8535645.vasp,1.349
8308001.vasp,4.437
8231409.vasp,2.137
8311886.vasp,3.294
9236752.vasp,2.642
9236860.vasp,2.095
7765002.vasp,3.816
8437007.vasp,4.079
8991125.vasp,2.175
8272631.vasp,1.477
8242252.vasp,1.37
8227793.vasp,2.495
9130494.vasp,3.261
8538218.vasp,3.787
8304863.vasp,2.741
8306176.vasp,2.635
8311889.vasp,3.325
8434191.vasp,3.127
8233456.vasp,4.101
9004628.vasp,4.057
8259092.vasp,4.135
8312027.vasp,3.878
8434769.vasp,4.24
8242050.vasp,1.124
8246027.vasp,1.991
8871301.vasp,0.778
8242083.vasp,4.324
8311892.vasp,3.328
8435250.vasp,3.538
8435169.vasp,4.281
8312030.vasp,3.927
8435454.vasp,4.151
7734310.vasp,2.09
8302426.vasp,1.981
8217693.vasp,1.974
8242847.vasp,0.64
8278013.vasp,1.803
8242812.vasp,1.776
8245788.vasp,3.107
8302243.vasp,2.875
8217665.vasp,2.817
8713666.vasp,4.314
8216953.vasp,2.161
8242271.vasp,0.908
8242278.vasp,1.71
8242283.vasp,2.216
8242300.vasp,4.502
8242307.vasp,2.742
2013104.vasp,2.446
8232924.vasp,0.844
8639054.vasp,0.612
8599287.vasp,0.522
8276779.vasp,0.807
2012832.vasp,0.605
8290542.vasp,1.653
2004549.vasp,1.817
8240082.vasp,1.792
1949539.vasp,1.195
7764916.vasp,1.759
2603114.vasp,1.791
996701.vasp,1.163
8313398.vasp,4.319
8551372.vasp,4.331
2005460.vasp,4.521
8215164.vasp,4.353
1949772.vasp,3.915
2602612.vasp,4.362
994268.vasp,3.839
9699338.vasp,1.563
8532122.vasp,3.367
8223141.vasp,3.855
8311439.vasp,2.763
2069569.vasp,2.489
2001280.vasp,4.657
2602758.vasp,1.704
8288515.vasp,2.024
8276786.vasp,0.562
2066471.vasp,1.234
8227086.vasp,0.786
8436529.vasp,0.554
2602687.vasp,0.954
2005643.vasp,0.623
8240107.vasp,0.508
2602983.vasp,0.638
2065855.vasp,2.018
9239337.vasp,2.098
2602839.vasp,2
8312484.vasp,1.402
8531788.vasp,3.912
8533736.vasp,4.022
8246174.vasp,2.575
2004917.vasp,2.578
8215151.vasp,2.434
2603019.vasp,2.552
2005869.vasp,3.278
5227904.vasp,3.576
8306943.vasp,2.671
2069805.vasp,4.512
8219722.vasp,2.167
8251105.vasp,1.812
2065823.vasp,2.192
8224121.vasp,1.812
8257201.vasp,2.281
9116017.vasp,2.248
1948936.vasp,1.909
9660942.vasp,2.249
8253221.vasp,1.966
2602778.vasp,2.156
9614400.vasp,1.83
8532125.vasp,3.988
8297385.vasp,3.277
8223148.vasp,3.961
8223194.vasp,4.542
8246183.vasp,3.76
1927932.vasp,3.914
8240144.vasp,3.815
1950251.vasp,3.428
8245329.vasp,3.245
8219875.vasp,4.012
2602856.vasp,3.776
9700027.vasp,1.456
8998251.vasp,1.089
8535197.vasp,1.736
8989355.vasp,1.394
9661448.vasp,1.412
8541906.vasp,1.503
1927903.vasp,1.277
9614905.vasp,1.386
2599497.vasp,1.164
9000931.vasp,1.504
8315227.vasp,1.279
8435367.vasp,1.124
7741794.vasp,3.033
8869569.vasp,0.524
8996654.vasp,1.92
8728553.vasp,1.119
8277336.vasp,1.534
8258120.vasp,1.532
7758578.vasp,2.972
9137247.vasp,3.491
8530748.vasp,1.293
8208256.vasp,0.613
9504934.vasp,2.277
8433132.vasp,2.687
8869571.vasp,1.391
8541929.vasp,1.932
8531446.vasp,3.084
1927961.vasp,2.146
2005313.vasp,3.074
1950426.vasp,2.053
9697639.vasp,2.045
8437338.vasp,1.377
8437152.vasp,0.721
8536037.vasp,1.071
8535994.vasp,0.581
8437155.vasp,2.194
8536023.vasp,2.715
8233601.vasp,1.818
8233604.vasp,2.194
8233607.vasp,0.581
8437347.vasp,4.3
8994755.vasp,3.227
8525404.vasp,1.054
9720791.vasp,0.557
8284889.vasp,0.939
8522106.vasp,1.806
9696285.vasp,1.825
8284895.vasp,1.893
8434718.vasp,1.799
8996298.vasp,2.934
2004465.vasp,5.604
8215590.vasp,4.394
1949514.vasp,3.16
8212450.vasp,3.015
8219963.vasp,3.813
8213073.vasp,3.144
2603272.vasp,5.113
965003.vasp,3.036
8432834.vasp,2.299
8531498.vasp,2.877
1927021.vasp,2.417
8256175.vasp,2.178
2603423.vasp,2.319
8432837.vasp,0.541
8531604.vasp,4.772
8532165.vasp,2.227
8536782.vasp,4.866
8532169.vasp,2.379
1927149.vasp,1.061
8279750.vasp,0.943
2603346.vasp,1.084
1926981.vasp,4.106
8256181.vasp,4.012
8391721.vasp,4.104
2603349.vasp,4.24
8533355.vasp,4.808
8532172.vasp,2.29
4781494.vasp,2.862
8532151.vasp,1.709
8532155.vasp,0.55
8432840.vasp,2.477
8287911.vasp,2.171
2069371.vasp,0.966
2603519.vasp,0.963
8435478.vasp,2.317
8542119.vasp,2.752
8284309.vasp,2.571
1927302.vasp,4.837
8702348.vasp,4.044
2603547.vasp,3.82
1928189.vasp,2.062
8727220.vasp,2.394
8532176.vasp,2.296
2010280.vasp,1.12
8536744.vasp,4.907
8532182.vasp,2.376
2067770.vasp,1.258
8256193.vasp,1.037
2603610.vasp,0.687
8531597.vasp,4.931
8532159.vasp,2.316
180368.vasp,4.642
9405702.vasp,4.766
9405845.vasp,3.738
9749315.vasp,3.474
8541297.vasp,2.213
8310963.vasp,4.48
4732544.vasp,2.645
2600564.vasp,2.653
8288459.vasp,2.144
8532297.vasp,2.748
8436598.vasp,2.468
8284576.vasp,2.703
2065515.vasp,1.171
2603939.vasp,1.478
8209029.vasp,2.403
2068131.vasp,3.348
2606136.vasp,3.226
8239721.vasp,1.376
8531992.vasp,3.374
8279619.vasp,2.562
8202658.vasp,2.862
8876057.vasp,2.329
2001022.vasp,3.019
8279849.vasp,2.538
1948448.vasp,2.492
8231100.vasp,2.407
8232651.vasp,2.576
2608717.vasp,3.089
43115.vasp,2.718
8239736.vasp,1.689
8244671.vasp,1.689
8239746.vasp,2.787
8436599.vasp,3.776
8872259.vasp,1.419
8314409.vasp,2.024
2002509.vasp,2.147
8275987.vasp,1.401
8289588.vasp,1.19
8534878.vasp,3.211
8538659.vasp,1.21
2003089.vasp,1.914
8996248.vasp,0.915
8434722.vasp,1.746
8535422.vasp,2.942
2005473.vasp,6.137
8227036.vasp,4.685
8232303.vasp,3.923
2604131.vasp,5.457
8281874.vasp,2.839
8531506.vasp,2.904
9711363.vasp,1.33
2604392.vasp,1.319
2067129.vasp,2.474
8303755.vasp,2.191
2604441.vasp,2.375
1927085.vasp,1.213
8303758.vasp,0.952
2604412.vasp,1.095
2067321.vasp,4.108
8208421.vasp,2.926
8432734.vasp,4.907
1927999.vasp,0.535
8287916.vasp,2.454
8538612.vasp,2.466
124184.vasp,0.56
2608173.vasp,2.113
8990172.vasp,0.945
8435481.vasp,2.436
9003811.vasp,2.947
8216547.vasp,2.642
1927827.vasp,4.885
9700071.vasp,1.835
8432849.vasp,2.066
8233483.vasp,2.659
8310556.vasp,2.957
8220132.vasp,2.658
8306848.vasp,2.671
2012867.vasp,0.876
2613536.vasp,1.424
9239339.vasp,1.101
1927009.vasp,1.346
8303802.vasp,0.85
2604516.vasp,0.688
9951068.vasp,1.387
8532112.vasp,2.149
8536740.vasp,2.758
8531457.vasp,2.63
8349012.vasp,1.505
1927969.vasp,2.612
8536983.vasp,0.768
8532809.vasp,1.816
8222761.vasp,1.726
8542129.vasp,1.786
8280918.vasp,1.638
8311474.vasp,1.237
8222300.vasp,0.657
8222446.vasp,0.771
6314147.vasp,0.945
5440496.vasp,1.367
6356357.vasp,1.9
5617755.vasp,0.844
5618585.vasp,0.563
5440466.vasp,0.839
8278662.vasp,1.728
6410227.vasp,1.841
6377643.vasp,0.62
6402370.vasp,1.096
5457138.vasp,0.553
5447161.vasp,1.64
5440491.vasp,1.499
5438946.vasp,1.22
8278671.vasp,2.298
7831756.vasp,2.427
8215015.vasp,3.236
4046255.vasp,3.093
5446981.vasp,1.321
6392575.vasp,2.031
6442218.vasp,2.994
6431220.vasp,1.893
8303158.vasp,3.651
8226526.vasp,4.942
8229131.vasp,4.806
6850642.vasp,4.6
6849934.vasp,0.549
5447446.vasp,1.436
6412963.vasp,3.325
5464659.vasp,1.054
5447561.vasp,2.086
6846303.vasp,1.959
6431934.vasp,1.35
6442140.vasp,1.901
5447506.vasp,2.569
5447511.vasp,1.33
7894346.vasp,1.286
5464669.vasp,1.515
5438936.vasp,0.694
5457188.vasp,0.962
7987846.vasp,1.847
8278677.vasp,1.844
5447126.vasp,1.948
6456164.vasp,0.841
5440451.vasp,0.56
6393975.vasp,1.083
6404302.vasp,1.09
6352439.vasp,0.678
5456983.vasp,0.816
5446871.vasp,1.448
5442146.vasp,0.682
5440441.vasp,0.686
6356279.vasp,1.223
5440436.vasp,0.559
6441595.vasp,0.944
5457068.vasp,0.553
5446986.vasp,0.9
6313327.vasp,0.818
7978414.vasp,0.891
5446956.vasp,0.733
8302664.vasp,3.437
8307788.vasp,3.879
8307436.vasp,4.034
5447176.vasp,1.195
6448559.vasp,0.704
6402510.vasp,0.953
8278684.vasp,2.255
7842314.vasp,2.253
7987300.vasp,0.71
6858330.vasp,2.612
6789280.vasp,2.464
5442546.vasp,2.676
6356651.vasp,0.813
5464834.vasp,1.508
9240964.vasp,0.693
8306858.vasp,3.875
8314825.vasp,4.8
8307446.vasp,4.021
6313329.vasp,1.089
8278687.vasp,1.54
7843530.vasp,1.53
6431334.vasp,0.948
6441870.vasp,1.225
6412962.vasp,1.118
6456228.vasp,0.555
8226535.vasp,2.718
6351899.vasp,2.707
8215021.vasp,4.285
5457358.vasp,4.286
8535726.vasp,8.824
8534926.vasp,2.893
181437.vasp,2.912
8436429.vasp,2.976
6351837.vasp,2.674
6313335.vasp,3.077
6297802.vasp,4.66
6165202.vasp,4.795
6296393.vasp,4.87
7894266.vasp,4.799
5447896.vasp,4.802
7977658.vasp,0.77
6400440.vasp,3.841
8307309.vasp,5.124
5447456.vasp,8.304
8305966.vasp,5.159
5619419.vasp,0.79
8288689.vasp,0.796
5457353.vasp,0.795
7978876.vasp,2.204
5447781.vasp,0.61
7765020.vasp,3.043
6377688.vasp,1.17
8278696.vasp,1.571
6355910.vasp,1.567
6869013.vasp,2.384
6789536.vasp,2.385
6832777.vasp,2.187
6802420.vasp,2.389
5447801.vasp,2.245
7773112.vasp,2.35
5620463.vasp,0.58
8304993.vasp,5.216
8277647.vasp,3.262
8304998.vasp,5.249
5439106.vasp,0.587
8278699.vasp,0.591
6400492.vasp,0.785
6298374.vasp,1.585
6283455.vasp,1.618
6801982.vasp,1.583
8214954.vasp,1.587
5447786.vasp,1.422
6412850.vasp,1.02
8278702.vasp,2.735
6400681.vasp,2.74
6867874.vasp,6.956
6789066.vasp,6.872
6801917.vasp,6.888
8203862.vasp,7.157
7831104.vasp,6.865
8305004.vasp,5.164
6311744.vasp,2.67
5618779.vasp,2.264
5618791.vasp,2.532
7892966.vasp,2.036
6169916.vasp,4.097
8305011.vasp,5.246
6296704.vasp,6.055
6281618.vasp,5.873
8214957.vasp,6.255
5447796.vasp,6.093
8278709.vasp,1.588
6355932.vasp,1.594
6298610.vasp,2.38
6248692.vasp,2.381
7980486.vasp,2.382
6282085.vasp,2.415
5447926.vasp,2.63
8305407.vasp,4.842
8314193.vasp,6.757
8305017.vasp,4.434
8303162.vasp,5.413
8227405.vasp,5.428
8226529.vasp,8
9128917.vasp,3.568
8305022.vasp,3.443
8700828.vasp,1.566
6441067.vasp,1.561
6298611.vasp,2.16
6296672.vasp,1.963
6281866.vasp,2.158
5447876.vasp,2.156
7978264.vasp,1.763
5617809.vasp,1.778
8305026.vasp,4.977
8314196.vasp,6.957
8305410.vasp,4.975
6298648.vasp,0.789
6297904.vasp,0.789
6377773.vasp,0.99
5457103.vasp,1.388
7978458.vasp,2.189
6166953.vasp,2.185
6297341.vasp,1.987
6807380.vasp,1.989
5447846.vasp,2.241
6299171.vasp,1.978
6297531.vasp,1.784
6298235.vasp,4.212
7979134.vasp,2.282
6296706.vasp,4.433
6281878.vasp,4.347
5447966.vasp,4.35
5619427.vasp,3.141
6299641.vasp,3.984
8700464.vasp,3.991
5440616.vasp,4.009
6297400.vasp,7.088
6282052.vasp,7.083
6360024.vasp,2.881
5442241.vasp,2.264
8314202.vasp,7.185
8305032.vasp,5.246
5447836.vasp,1.58
9941013.vasp,1.453
5618787.vasp,1.427
5439116.vasp,1.961
5440626.vasp,2.763
6392394.vasp,0.774
6402112.vasp,1.745
6298391.vasp,4.08
6165759.vasp,3.908
6248373.vasp,3.883
6166724.vasp,4.085
8226540.vasp,4.084
5447956.vasp,4.1
8305038.vasp,5.464
8226543.vasp,7.753
6299773.vasp,4.349
6283644.vasp,1.979
6297955.vasp,4.348
6279380.vasp,1.981
5447861.vasp,2.044
5447921.vasp,1.964
8277686.vasp,4.236
8305414.vasp,4.233
8226549.vasp,7.746
8232730.vasp,7.366
8305420.vasp,3.065
6298753.vasp,7.354
6297283.vasp,7.352
8305045.vasp,3.744
8305048.vasp,3.866
8303165.vasp,4.099
6441417.vasp,2.024
5448036.vasp,3.589
5464539.vasp,0.874
5618549.vasp,1.079
6433128.vasp,0.544
5447516.vasp,0.891
6392185.vasp,1.354
6356069.vasp,1.499
6441376.vasp,1.364
5457318.vasp,0.547
5447576.vasp,2.817
5447071.vasp,1.807
6352236.vasp,2.698
8303169.vasp,4.344
5457223.vasp,4.362
8226532.vasp,8.103
2325708.vasp,7.651
181316.vasp,7.944
1930291.vasp,2.698
5438981.vasp,2.602
6313420.vasp,3.256
6832722.vasp,4.814
6800339.vasp,4.855
5447351.vasp,4.838
6263043.vasp,0.554
8306782.vasp,3.259
6277060.vasp,3.948
7833420.vasp,3.799
7841252.vasp,5.005
8714017.vasp,2.275
6298856.vasp,6.039
6808049.vasp,5.72
5447251.vasp,5.936
8305973.vasp,4.033
8227902.vasp,4.804
8709529.vasp,3.235
5619391.vasp,0.678
5440519.vasp,0.956
8304565.vasp,0.567
5447341.vasp,0.568
8539966.vasp,1.515
6412856.vasp,1.484
6384390.vasp,1.219
5457218.vasp,1.506
8303178.vasp,2.412
5447276.vasp,2.283
6359900.vasp,2.311
5442191.vasp,0.673
5438986.vasp,3.667
5447226.vasp,6.107
8302709.vasp,4.12
8305518.vasp,3.979
8291016.vasp,5.088
8220151.vasp,6.886
8305521.vasp,4.12
8229721.vasp,5.009
8220154.vasp,6.916
8727052.vasp,3.354
6356596.vasp,0.818
8303181.vasp,1.56
5447371.vasp,1.563
6412792.vasp,0.812
6355769.vasp,2.981
8303184.vasp,6.94
8550898.vasp,6.942
7841268.vasp,6.71
6455960.vasp,1.341
8305530.vasp,4.184
8291022.vasp,5.029
8220158.vasp,6.82
6359972.vasp,2.819
5618601.vasp,2.127
5441811.vasp,2.698
5618605.vasp,1.501
6299284.vasp,4.081
6282098.vasp,4.065
5447236.vasp,4.087
8305533.vasp,4.107
8229041.vasp,5.111
8220592.vasp,7.219
8220161.vasp,6.893
8714170.vasp,3.354
8232712.vasp,2.028
6355832.vasp,3.252
6298894.vasp,6.071
6263348.vasp,5.839
8700956.vasp,6.067
5441031.vasp,6.079
6412789.vasp,1.607
8305537.vasp,1.22
7982650.vasp,1.221
5440546.vasp,1.644
6855174.vasp,2.542
6787628.vasp,2.538
6297318.vasp,2.526
8701026.vasp,2.542
8551146.vasp,2.403
5447231.vasp,2.543
8305540.vasp,3.925
8291025.vasp,4.786
8314833.vasp,6.832
5447201.vasp,8.708
8305543.vasp,4.069
8283701.vasp,5.047
7765598.vasp,7.008
6802347.vasp,0.56
8303187.vasp,1.278
6399467.vasp,1.583
9660352.vasp,2.277
5618621.vasp,1.74
8305553.vasp,4.197
8291028.vasp,5.01
8291158.vasp,6.939
1230422.vasp,0.886
8303191.vasp,0.878
5447256.vasp,0.93
6297377.vasp,5.155
8305557.vasp,4.043
8291031.vasp,4.846
7988178.vasp,0.987
6838190.vasp,0.841
6388096.vasp,1.081
5447266.vasp,2.122
5440551.vasp,3.164
7832812.vasp,4.163
5438976.vasp,3.192
5440501.vasp,4.073
6788004.vasp,7.556
8701037.vasp,7.522
5447221.vasp,7.916
5441816.vasp,3.125
6303764.vasp,2.465
8305561.vasp,4.151
8229758.vasp,5.03
8220381.vasp,6.676
8726275.vasp,3.336
8305564.vasp,4.12
8227973.vasp,4.969
8220164.vasp,6.875
8709741.vasp,3.366
6300665.vasp,0.897
6283544.vasp,1.067
5447326.vasp,1.294
8303194.vasp,5.802
8217525.vasp,5.779
8436467.vasp,0.944
6399780.vasp,2.027
180107.vasp,4.089
8283340.vasp,4.233
8217282.vasp,5.108
8291170.vasp,7.416
8220372.vasp,7.082
8283343.vasp,3.382
5457233.vasp,1.503
8220210.vasp,2.116
6455984.vasp,1.493
6440896.vasp,1.336
5438991.vasp,4.251
6399292.vasp,5.058
180108.vasp,6.846
8220375.vasp,7.283
6845540.vasp,6.843
5447361.vasp,7.067
5464704.vasp,0.77
5448016.vasp,0.588
5464614.vasp,1.315
5447036.vasp,0.901
8226552.vasp,7.038
4793541.vasp,6.806
6218509.vasp,3.002
8307220.vasp,4.103
7844254.vasp,4.062
6129300.vasp,1.512
8232485.vasp,2.649
6218602.vasp,2.073
8229388.vasp,1.404
6218604.vasp,1.408
8283541.vasp,6.295
6358829.vasp,3.717
5440590.vasp,1.827
8232504.vasp,2.514
5439056.vasp,3.538
8305198.vasp,4.322
8305793.vasp,4.67
8284440.vasp,5.984
6107773.vasp,2.341
8283999.vasp,2.094
5619379.vasp,2.922
5440471.vasp,3.382
8278736.vasp,3.166
5447171.vasp,3.018
5442181.vasp,2.285
5439026.vasp,1.89
5442196.vasp,1.242
5438861.vasp,0.842
5619363.vasp,2.093
5440446.vasp,2.124
7978654.vasp,1.689
5442156.vasp,1.665
5439141.vasp,2.492
6403053.vasp,2.904
6303906.vasp,2.251
5438856.vasp,2.484
6441875.vasp,2.481
8289294.vasp,3.807
8281282.vasp,3.15
6303658.vasp,2.039
5464399.vasp,1.489
5439066.vasp,3.106
8289297.vasp,4.872
8303200.vasp,4.194
8229371.vasp,4.401
5442231.vasp,2.664
8306638.vasp,2.93
8306642.vasp,3.627
6442105.vasp,0.934
6401713.vasp,0.678
6412959.vasp,2.966
6358183.vasp,1.061
8305798.vasp,3.044
8305802.vasp,3.874
6198763.vasp,0.539
5447121.vasp,1.955
6410283.vasp,2.361
6403176.vasp,1.503
6789755.vasp,1.35
5464744.vasp,1.396
6431681.vasp,1.206
6441560.vasp,1.484
8307453.vasp,2.448
8306788.vasp,2.162
8307238.vasp,2.738
5439061.vasp,0.961
5457343.vasp,0.959
8701397.vasp,1.647
6392372.vasp,1.493
6401989.vasp,1.642
8701098.vasp,2.314
5447741.vasp,2.314
5442221.vasp,1.093
8701134.vasp,3.877
6218611.vasp,4.063
6360055.vasp,1.959
5441841.vasp,1.386
6402097.vasp,2.451
8303206.vasp,3.099
6450768.vasp,3.07
8715266.vasp,1.863
8303209.vasp,3.969
6432292.vasp,1.356
5457338.vasp,1.509
8232501.vasp,2.115
6431559.vasp,1.208
6410894.vasp,2.599
5439076.vasp,1.38
6441501.vasp,1.23
8701230.vasp,1.916
8229619.vasp,1.969
8306722.vasp,3.882
9696221.vasp,3.508
6392569.vasp,1.221
6393650.vasp,0.542
6442086.vasp,0.819
8284003.vasp,1.967
6442077.vasp,0.819
6314002.vasp,3.233
6441789.vasp,3.596
8232739.vasp,2.39
5438896.vasp,2.382
5439146.vasp,3.247
6352500.vasp,2.858
5464469.vasp,1.648
6392551.vasp,3.572
9240728.vasp,3.459
7980666.vasp,0.565
5447091.vasp,1.651
5448006.vasp,1.905
5464579.vasp,1.089
5464859.vasp,2.563
9180894.vasp,0.665
45008.vasp,0.658
42987.vasp,1.181
5184297.vasp,1.123
8208086.vasp,1.308
44446.vasp,1.314
5181393.vasp,1.465
5274586.vasp,0.802
8158894.vasp,2.704
8195662.vasp,3.23
9130560.vasp,3.356
8314117.vasp,3.761
8305255.vasp,4.092
7786596.vasp,4.717
2059240.vasp,3.052
7766656.vasp,0.673
9964392.vasp,0.54
9937886.vasp,3.527
8537845.vasp,4.771
8538377.vasp,4.767
7674232.vasp,4.139
7821110.vasp,4.976
7818146.vasp,4.976
1928854.vasp,7.304
1928789.vasp,7.308
8223948.vasp,6.811
43975.vasp,6.719
1137976.vasp,3.537
8213366.vasp,3.351
8532265.vasp,2.131
8224845.vasp,1.015
8278894.vasp,3.524
8266854.vasp,2.043
8266450.vasp,2.187
8290611.vasp,2.566
8213312.vasp,2.186
8430428.vasp,3.738
8218432.vasp,3.633
5248556.vasp,3.356
1928120.vasp,3.739
7913500.vasp,3.353
8202279.vasp,3.378
8204879.vasp,3.22
8219809.vasp,3.628
6324863.vasp,3.778
1890231.vasp,3.202
8305835.vasp,3.964
8714978.vasp,1.774
8229249.vasp,1.937
8305258.vasp,3.879
8305263.vasp,4.025
8283637.vasp,4.765
8305267.vasp,3.758
8305272.vasp,4.026
8262632.vasp,4.776
8532131.vasp,4.632
8297658.vasp,3.951
7674708.vasp,4.788
8537821.vasp,7.126
5269198.vasp,7.019
8298923.vasp,3.303
8305278.vasp,3.859
8305284.vasp,3.943
8314139.vasp,4.785
9616981.vasp,0.813
8266909.vasp,0.995
8311502.vasp,1.05
8212390.vasp,0.702
9970743.vasp,1.556
8639107.vasp,1.666
8290630.vasp,0.54
7738440.vasp,1.237
8430452.vasp,1.377
8204867.vasp,1.114
8208286.vasp,1.376
43220.vasp,0.693
8202291.vasp,0.666
8218467.vasp,0.694
8219830.vasp,1.112
5281818.vasp,0.662
8305288.vasp,3.882
8305291.vasp,4.03
8283647.vasp,4.775
5181498.vasp,2.178
8532840.vasp,3.835
8229270.vasp,3.599
5446866.vasp,1.562
8305859.vasp,3.829
8534370.vasp,7.125
8534232.vasp,6.935
8305322.vasp,3.845
8305326.vasp,3.997
8276106.vasp,4.218
8224835.vasp,2.818
777036.vasp,4.681
8266932.vasp,4.412
8266486.vasp,4.413
8287000.vasp,4.465
8290633.vasp,4.6
7674040.vasp,4.622
8430443.vasp,7.805
8725714.vasp,7.781
8433153.vasp,7.806
8212806.vasp,7.887
8212702.vasp,7.878
8218457.vasp,7.813
43229.vasp,7.853
8538440.vasp,2.83
44158.vasp,2.743
8208523.vasp,2.47
8232148.vasp,1.218
8522285.vasp,1.362
1927190.vasp,1.352
8266948.vasp,1.046
8266489.vasp,1.046
8287003.vasp,1.102
1928839.vasp,1.553
8218413.vasp,1.562
1927167.vasp,1.553
8212809.vasp,1.381
8212699.vasp,1.393
8218451.vasp,1.278
9664392.vasp,1.434
42979.vasp,1.446
8208549.vasp,1.192
6325729.vasp,3.169
8535729.vasp,7.505
8534373.vasp,7.346
8534235.vasp,6.723
8533835.vasp,1.997
46481.vasp,2.041
9182980.vasp,2.028
2005556.vasp,1.536
8224004.vasp,1.582
1949616.vasp,1.714
5216349.vasp,2.118
2605671.vasp,1.567
993791.vasp,1.735
9038489.vasp,0.85
8305862.vasp,3.93
8305872.vasp,3.935
8430455.vasp,0.584
4732667.vasp,0.582
8223927.vasp,0.525
8202285.vasp,0.531
2005967.vasp,1.897
2605482.vasp,1.333
5183657.vasp,5.475
5187060.vasp,5.316
2004852.vasp,4.168
9605622.vasp,4.172
1950050.vasp,4.166
2605068.vasp,4.162
970391.vasp,4.236
9405433.vasp,1.527
9406445.vasp,1.011
8531898.vasp,2.519
8222797.vasp,1.845
8533167.vasp,2.933
8266961.vasp,2.148
8313643.vasp,2.661
7816632.vasp,2.18
8537835.vasp,3.463
8990435.vasp,3.425
8232139.vasp,3.023
7744984.vasp,4.236
8222275.vasp,1.677
9037227.vasp,0.851
8535832.vasp,0.669
8305879.vasp,4.106
2004980.vasp,1.203
1948672.vasp,1.019
6427633.vasp,3.303
8436609.vasp,4.796
6398174.vasp,4.782
7829982.vasp,7.292
7750234.vasp,3.072
6346515.vasp,3.019
5440241.vasp,3.596
8991305.vasp,4.831
8231784.vasp,4.801
5449281.vasp,4.728
7788934.vasp,4.207
7828968.vasp,4.967
6277628.vasp,5.751
7987908.vasp,5.582
8708244.vasp,4.854
7761170.vasp,6.577
8872338.vasp,6.502
6364752.vasp,0.944
8304354.vasp,1.122
5458288.vasp,1.214
8993777.vasp,1.515
2014194.vasp,1.828
7785646.vasp,1.869
6427650.vasp,1.593
8289351.vasp,1.742
7777952.vasp,1.733
8434591.vasp,2.318
8247323.vasp,2.427
1905760.vasp,2.44
7768470.vasp,2.336
5620709.vasp,1.059
8226413.vasp,4.098
