material_id,bandgap,is_train
6297531.cif,3.358,TRUE
6297556.cif,1.873,TRUE
6297613.cif,4.612,TRUE
6297661.cif,1.858,TRUE
6297759.cif,1.753,TRUE
6297773.cif,2.436,TRUE
6297904.cif,3.913,TRUE
6297922.cif,1.452,TRUE
6297955.cif,1.67,TRUE
6298006.cif,2.353,TRUE
6298122.cif,1.684,TRUE
6298152.cif,1.691,TRUE
6298235.cif,2.264,TRUE
6298374.cif,1.347,TRUE
6298391.cif,2.112,TRUE
6298560.cif,1.126,TRUE
6298610.cif,1.636,TRUE
6298611.cif,1.232,TRUE
6298648.cif,1.543,TRUE
6298753.cif,1.933,TRUE
6298894.cif,0.998,TRUE
6298959.cif,2.989,TRUE
6298998.cif,1.986,TRUE
6299171.cif,3.471,TRUE
6299284.cif,3.792,TRUE
6299324.cif,4.418,TRUE
6299369.cif,4.725,TRUE
6299491.cif,2.037,TRUE
6299641.cif,0.724,TRUE
6299744.cif,1.249,TRUE
6299773.cif,1.13,TRUE
6299927.cif,0.832,TRUE
6299963.cif,0.834,TRUE
6300068.cif,0.751,TRUE
6300226.cif,0.749,TRUE
6300480.cif,3.398,TRUE
6300665.cif,3.942,TRUE
6300856.cif,3.499,TRUE
6301173.cif,1.787,TRUE
6301294.cif,2.704,TRUE
6301813.cif,3.392,TRUE
6303658.cif,3.746,TRUE
6303764.cif,3.016,TRUE
6303916.cif,3.371,TRUE
6305085.cif,3.445,TRUE
6305303.cif,3.479,TRUE
6305366.cif,3.724,TRUE
6305369.cif,4.267,TRUE
6305406.cif,4.541,TRUE
6306098.cif,4.791,TRUE
6306808.cif,3.188,TRUE
6306862.cif,3.887,TRUE
6311646.cif,5.487,TRUE
6311738.cif,1.084,TRUE
6311744.cif,3.74,TRUE
6312202.cif,1.774,TRUE
6312577.cif,2.515,TRUE
6313327.cif,3.518,TRUE
6313329.cif,5.358,TRUE
6313335.cif,1.18,TRUE
6313420.cif,4.32,TRUE
6313531.cif,4.245,TRUE
6313626.cif,1.073,TRUE
6313640.cif,3.546,TRUE
6313660.cif,1.156,TRUE
6313674.cif,1.176,TRUE
6313715.cif,3.822,TRUE
6313886.cif,1.921,TRUE
6314002.cif,3.42,TRUE
6314147.cif,1.634,TRUE
6314177.cif,1.226,TRUE
6314426.cif,0.503,TRUE
6314437.cif,0.504,TRUE
6314451.cif,0.5,TRUE
6314530.cif,2.373,TRUE
6314560.cif,2.411,TRUE
6315048.cif,2.474,TRUE
6315228.cif,3.236,TRUE
6315294.cif,0.823,TRUE
6315296.cif,4.164,TRUE
6315302.cif,4.736,TRUE
6315575.cif,4.885,TRUE
6315678.cif,2.155,TRUE
6315774.cif,3.657,TRUE
6316159.cif,4.077,TRUE
6316272.cif,4.662,TRUE
6316274.cif,4.607,TRUE
6316282.cif,5.532,TRUE
6316380.cif,7.701,TRUE
6316384.cif,7.839,TRUE
6316622.cif,7.649,TRUE
6316854.cif,7.78,TRUE
6316918.cif,7.598,TRUE
6319360.cif,3.206,TRUE
6319363.cif,3.202,TRUE
6324863.cif,3.83,TRUE
6325729.cif,3.826,TRUE
6329822.cif,0.92,TRUE
6341327.cif,1.922,TRUE
6346515.cif,3.629,TRUE
6346855.cif,3.761,TRUE
6346967.cif,3.641,TRUE
6346982.cif,3.636,TRUE
6347113.cif,3.587,TRUE
6347143.cif,3.5,TRUE
6347157.cif,2.163,TRUE
6347223.cif,0.713,TRUE
6347276.cif,4.748,TRUE
6347441.cif,4.569,TRUE
6347485.cif,4.503,TRUE
6347521.cif,5.556,TRUE
6347562.cif,5.332,TRUE
6347616.cif,5.284,TRUE
6347839.cif,6.848,TRUE
6348578.cif,6.987,TRUE
6348614.cif,2.54,TRUE
6348621.cif,3.772,TRUE
6348624.cif,1.052,TRUE
6348625.cif,0.933,TRUE
6348719.cif,1.181,TRUE
6348741.cif,1.282,TRUE
6348743.cif,0.805,TRUE
6348766.cif,1.035,TRUE
6348815.cif,0.733,TRUE
6348885.cif,2.658,TRUE
6349916.cif,2.714,TRUE
6349929.cif,0.516,TRUE
6349951.cif,0.935,TRUE
6349995.cif,0.936,TRUE
6350705.cif,2.31,TRUE
6351015.cif,0.853,TRUE
6351837.cif,0.808,TRUE
6351899.cif,0.807,TRUE
6352236.cif,0.806,TRUE
6352439.cif,0.922,TRUE
6353450.cif,0.801,TRUE
6353639.cif,2.808,TRUE
6353693.cif,1.332,TRUE
6353933.cif,1.481,TRUE
6354405.cif,2.752,TRUE
6354429.cif,2.325,TRUE
6354438.cif,2.449,TRUE
6354635.cif,2.473,TRUE
6354969.cif,6.323,TRUE
6355003.cif,1.934,TRUE
6355105.cif,2.677,TRUE
6355120.cif,2.675,TRUE
6355122.cif,4.161,TRUE
6355185.cif,4.129,TRUE
6355187.cif,7.635,TRUE
6355201.cif,7.608,TRUE
6355236.cif,7.429,TRUE
6355330.cif,2.167,TRUE
6355388.cif,1.622,TRUE
6355409.cif,1.281,TRUE
6355483.cif,1.142,TRUE
6355768.cif,1.159,TRUE
6355769.cif,1.2,TRUE
6355832.cif,1.081,TRUE
6355910.cif,1.268,TRUE
6355932.cif,1.447,TRUE
6356357.cif,1.792,TRUE
6356374.cif,1.738,TRUE
6356534.cif,1.775,TRUE
6356596.cif,1.85,TRUE
6356651.cif,0.724,TRUE
6356672.cif,1.792,TRUE
6356679.cif,0.524,TRUE
6356683.cif,0.549,TRUE
6356693.cif,1.131,TRUE
6356725.cif,3.798,TRUE
6356733.cif,3.837,TRUE
6356793.cif,3.807,TRUE
6356794.cif,3.815,TRUE
6356953.cif,0.67,TRUE
6357065.cif,2.238,TRUE
6357165.cif,1.853,TRUE
6357287.cif,2.138,TRUE
6357369.cif,1.751,TRUE
6357558.cif,2.564,TRUE
6357677.cif,2.459,TRUE
6357681.cif,2.244,TRUE
6357999.cif,2.277,TRUE
6358041.cif,3.058,TRUE
6358091.cif,2.906,TRUE
6358183.cif,2.714,TRUE
6358460.cif,1.532,TRUE
6358585.cif,6.763,TRUE
6358588.cif,2.464,TRUE
6358631.cif,3.842,TRUE
6358703.cif,3.93,TRUE
6358799.cif,4.113,TRUE
6358806.cif,1.849,TRUE
6358829.cif,2.508,TRUE
6358929.cif,1.888,TRUE
6358933.cif,5.574,TRUE
6359201.cif,5.949,TRUE
6359279.cif,5.448,TRUE
6359289.cif,5.06,TRUE
6359300.cif,1.72,TRUE
6359425.cif,1.597,TRUE
6359892.cif,1.875,TRUE
6359900.cif,2.353,TRUE
6359972.cif,3.46,TRUE
6359987.cif,4.312,TRUE
6360024.cif,6.199,TRUE
6360055.cif,4.778,TRUE
6360319.cif,3.708,TRUE
6360340.cif,1.13,TRUE
6360393.cif,1.94,TRUE
6360492.cif,6.103,TRUE
6360504.cif,2.708,TRUE
6360869.cif,1.073,TRUE
6361244.cif,4.564,TRUE
6364062.cif,2.257,TRUE
6364517.cif,1.03,TRUE
6364558.cif,0.716,TRUE
6364652.cif,0.721,TRUE
6364752.cif,1.008,TRUE
6364757.cif,1.026,TRUE
6364758.cif,1.035,TRUE
6364779.cif,1.025,TRUE
6364979.cif,1.246,TRUE
6365004.cif,3.074,TRUE
6372817.cif,1.494,TRUE
6373848.cif,1.732,TRUE
6374101.cif,0.716,TRUE
6374211.cif,0.714,TRUE
6374271.cif,0.509,TRUE
6374274.cif,4.383,TRUE
6374275.cif,4.382,TRUE
6374277.cif,5.261,TRUE
6374478.cif,6.826,TRUE
6374616.cif,6.805,TRUE
6374780.cif,2.932,TRUE
6377643.cif,3.731,TRUE
6377688.cif,3.791,TRUE
6377773.cif,2.565,TRUE
6384390.cif,1.675,TRUE
6388096.cif,4.782,TRUE
6392185.cif,1.976,TRUE
6392372.cif,2.076,TRUE
6392394.cif,1.826,TRUE
6392551.cif,2.721,TRUE
6392569.cif,2.826,TRUE
6392575.cif,2.632,TRUE
6393975.cif,2.652,TRUE
6394517.cif,0.613,TRUE
6396079.cif,4.56,TRUE
6396735.cif,4.575,TRUE
6396789.cif,4.588,TRUE
6396813.cif,5.517,TRUE
6397359.cif,5.582,TRUE
6397363.cif,7.854,TRUE
6397367.cif,7.557,TRUE
6397673.cif,7.726,TRUE
6397744.cif,2.982,TRUE
6397826.cif,4.03,TRUE
6397908.cif,3.792,TRUE
6397982.cif,4.288,TRUE
6398052.cif,4.181,TRUE
6398172.cif,1.023,TRUE
6398273.cif,1.53,TRUE
6398305.cif,3.303,TRUE
6398386.cif,1.19,TRUE
6398744.cif,2.014,TRUE
6399292.cif,2.038,TRUE
6399467.cif,0.901,TRUE
6399780.cif,1.841,TRUE
6400440.cif,2.935,TRUE
6400492.cif,6.026,TRUE
6401713.cif,4.584,TRUE
6401989.cif,3.957,TRUE
6402097.cif,2.046,TRUE
6402112.cif,3.012,TRUE
6402370.cif,1.438,TRUE
6402510.cif,1.322,TRUE
6403053.cif,2.524,TRUE
6403176.cif,2.266,TRUE
6403210.cif,2.496,TRUE
6403255.cif,4.714,TRUE
6403280.cif,1.181,TRUE
6403293.cif,0.939,TRUE
6403338.cif,0.939,TRUE
6403394.cif,4.086,TRUE
6403529.cif,2.943,TRUE
6403532.cif,4.872,TRUE
6403630.cif,2.071,TRUE
6404140.cif,0.528,TRUE
6404173.cif,0.931,TRUE
6404302.cif,2.392,TRUE
6404311.cif,2.931,TRUE
6404361.cif,2.552,TRUE
6404471.cif,4.69,TRUE
6404498.cif,3.783,TRUE
6404522.cif,2.074,TRUE
6404607.cif,2.067,TRUE
6404736.cif,2.243,TRUE
6404780.cif,2.654,TRUE
6404784.cif,4.879,TRUE
6404879.cif,1.112,TRUE
6405005.cif,0.674,TRUE
6405039.cif,3.267,TRUE
6405379.cif,1.386,TRUE
6405547.cif,1.957,TRUE
6405713.cif,0.796,TRUE
6405750.cif,1.837,TRUE
6406046.cif,6.221,TRUE
6406058.cif,4.669,TRUE
6406216.cif,3.941,TRUE
6406966.cif,5.535,TRUE
6407122.cif,2.783,TRUE
6407665.cif,2.936,TRUE
6407774.cif,2.939,TRUE
6407863.cif,1.392,TRUE
6407870.cif,2.209,TRUE
6408263.cif,1.224,TRUE
6408365.cif,1.109,TRUE
6408413.cif,4.076,TRUE
6408563.cif,3.021,TRUE
6408935.cif,4.945,TRUE
6409098.cif,2.027,TRUE
6409240.cif,2.6,TRUE
6409524.cif,2.114,TRUE
6409565.cif,1.102,TRUE
6409649.cif,2.503,TRUE
6409677.cif,2.867,TRUE
6409679.cif,2.54,TRUE
6409810.cif,4.734,TRUE
6409862.cif,1.88,TRUE
6409876.cif,2.085,TRUE
6409882.cif,3.132,TRUE
6409883.cif,2.665,TRUE
6409993.cif,2.741,TRUE
6410067.cif,0.893,TRUE
6410108.cif,1.138,TRUE
6410128.cif,0.9,TRUE
6410283.cif,3.205,TRUE
6410867.cif,3.034,TRUE
6410871.cif,2.839,TRUE
6410894.cif,2.708,TRUE
6410925.cif,2.439,TRUE
6411069.cif,3.187,TRUE
6411083.cif,3.2,TRUE
6411136.cif,1.117,TRUE
6411186.cif,1.198,TRUE
6411196.cif,1.455,TRUE
6411277.cif,0.665,TRUE
6411283.cif,1.856,TRUE
6411287.cif,1.539,TRUE
6411339.cif,1.738,TRUE
6411379.cif,1.35,TRUE
6411422.cif,1.432,TRUE
6411432.cif,0.602,TRUE
6411480.cif,1.59,TRUE
6411537.cif,0.577,TRUE
6411586.cif,0.578,TRUE
6412772.cif,4.391,TRUE
6412789.cif,2.643,TRUE
6412792.cif,3.311,TRUE
6412850.cif,4.153,TRUE
6412856.cif,4.132,TRUE
6412959.cif,3.825,TRUE
6412962.cif,4.17,TRUE
6412963.cif,4.366,TRUE
6417187.cif,2.594,TRUE
6418576.cif,0.682,TRUE
6426505.cif,3.302,TRUE
6427633.cif,3.453,TRUE
6427650.cif,4.16,TRUE
6427721.cif,3.837,TRUE
6428754.cif,4.256,TRUE
6428758.cif,0.723,TRUE
6428779.cif,2.007,TRUE
6428783.cif,1.495,TRUE
6428819.cif,1.145,TRUE
6428877.cif,1.51,TRUE
6428927.cif,1.602,TRUE
6428929.cif,0.981,TRUE
6428982.cif,1.75,TRUE
6428995.cif,2.514,TRUE
6429188.cif,3.244,TRUE
6429289.cif,3.378,TRUE
6429318.cif,4.072,TRUE
6429387.cif,3.796,TRUE
6429431.cif,4.002,TRUE
6429450.cif,2.061,TRUE
6429546.cif,1.866,TRUE
6429583.cif,3.911,TRUE
6429688.cif,2.323,TRUE
6429799.cif,2.56,TRUE
6429803.cif,0.627,TRUE
6429832.cif,3.144,TRUE
6429836.cif,4.104,TRUE
6429837.cif,3.861,TRUE
6429850.cif,4.239,TRUE
6429863.cif,2.012,TRUE
6429904.cif,0.83,TRUE
6430030.cif,4.354,TRUE
6430037.cif,2.398,TRUE
6430192.cif,2.614,TRUE
6430265.cif,3.359,TRUE
6430378.cif,4.217,TRUE
6431220.cif,4.229,TRUE
6431334.cif,4.079,TRUE
6431559.cif,2.486,TRUE
6431681.cif,2.527,TRUE
6431934.cif,2.564,TRUE
6432292.cif,2.198,TRUE
6433128.cif,2.155,TRUE
6433739.cif,1.901,TRUE
6434065.cif,4.699,TRUE
6438061.cif,3.289,TRUE
6438241.cif,2.994,TRUE
6439269.cif,3.11,TRUE
6439492.cif,3.282,TRUE
6439582.cif,3.426,TRUE
6439620.cif,3.331,TRUE
6439655.cif,3.092,TRUE
6439878.cif,2.932,TRUE
6439991.cif,0.731,TRUE
6440030.cif,0.723,TRUE
6440033.cif,1.61,TRUE
6440138.cif,0.967,TRUE
6440150.cif,0.946,TRUE
6440159.cif,1.519,TRUE
6440272.cif,1.524,TRUE
6440299.cif,1.304,TRUE
6440672.cif,0.752,TRUE
6440733.cif,3.047,TRUE
6440896.cif,2.149,TRUE
6441067.cif,1.742,TRUE
6441376.cif,1.392,TRUE
6441417.cif,3.375,TRUE
6441501.cif,3.869,TRUE
6441560.cif,0.915,TRUE
6441595.cif,2.032,TRUE
6441789.cif,1.99,TRUE
6441870.cif,1.412,TRUE
6441875.cif,2.471,TRUE
6442077.cif,3.225,TRUE
6442086.cif,2.881,TRUE
6442105.cif,2.856,TRUE
6442140.cif,2.2,TRUE
6442373.cif,0.722,TRUE
6442393.cif,2.029,TRUE
6442454.cif,2.88,TRUE
6442482.cif,4.57,TRUE
6442560.cif,3.805,TRUE
6442677.cif,3.311,TRUE
6442737.cif,1.878,TRUE
6442755.cif,0.506,TRUE
6442833.cif,3.831,TRUE
6442911.cif,2.433,TRUE
6443179.cif,2.119,TRUE
6443242.cif,2.723,TRUE
6443246.cif,1.946,TRUE
6443277.cif,4.542,TRUE
6443355.cif,4.143,TRUE
6443672.cif,4.088,TRUE
6443795.cif,1.548,TRUE
6443798.cif,1.233,TRUE
6444031.cif,1.919,TRUE
6444046.cif,1.427,TRUE
6444072.cif,1.475,TRUE
6444134.cif,2.316,TRUE
6444150.cif,2.701,TRUE
6444191.cif,2.546,TRUE
6444347.cif,1.349,TRUE
6444360.cif,4.437,TRUE
6444365.cif,2.137,TRUE
6444382.cif,3.294,TRUE
6444566.cif,2.642,TRUE
6444696.cif,2.095,TRUE
6444698.cif,3.816,TRUE
6445017.cif,4.079,TRUE
6445355.cif,2.175,TRUE
6446173.cif,1.477,TRUE
6446632.cif,2.495,TRUE
6447035.cif,3.261,TRUE
6447139.cif,3.787,TRUE
6447487.cif,2.741,TRUE
6447748.cif,2.635,TRUE
6447902.cif,3.325,TRUE
6448001.cif,3.127,TRUE
6448259.cif,4.101,TRUE
6448330.cif,4.057,TRUE
6448559.cif,4.135,TRUE
6449181.cif,3.878,TRUE
6449233.cif,4.24,TRUE
6449302.cif,1.124,TRUE
6449341.cif,1.991,TRUE
6449598.cif,0.778,TRUE
6449658.cif,4.324,TRUE
6449735.cif,3.538,TRUE
6449761.cif,4.281,TRUE
6449867.cif,3.927,TRUE
6450059.cif,4.151,TRUE
6450308.cif,2.09,TRUE
6450425.cif,1.981,TRUE
6450768.cif,1.974,TRUE
6451011.cif,0.64,TRUE
6451059.cif,1.803,TRUE
6451212.cif,1.776,TRUE
6451300.cif,3.107,TRUE
6451457.cif,2.875,TRUE
6451460.cif,2.817,TRUE
6451480.cif,4.314,TRUE
6451671.cif,2.161,TRUE
6451927.cif,0.908,TRUE
6452137.cif,1.71,TRUE
6452142.cif,2.216,TRUE
6452559.cif,4.502,TRUE
6452942.cif,2.446,TRUE
6452945.cif,0.844,TRUE
6452946.cif,0.612,TRUE
6452974.cif,0.522,TRUE
6453006.cif,0.807,TRUE
6453066.cif,0.605,TRUE
6453147.cif,1.653,TRUE
6453275.cif,1.817,TRUE
6453868.cif,1.792,TRUE
6454009.cif,1.195,TRUE
6455073.cif,1.759,TRUE
6455090.cif,1.791,TRUE
6455673.cif,1.163,TRUE
6455754.cif,4.319,TRUE
6455791.cif,4.331,TRUE
6455801.cif,4.521,TRUE
6455912.cif,4.353,TRUE
6455952.cif,3.915,TRUE
6455960.cif,4.362,TRUE
6455971.cif,3.839,TRUE
6455984.cif,1.563,TRUE
6456228.cif,3.367,TRUE
6457123.cif,3.855,TRUE
6787628.cif,2.763,TRUE
6788004.cif,2.489,TRUE
6788073.cif,4.657,TRUE
6788273.cif,1.704,TRUE
6788415.cif,0.562,TRUE
6788587.cif,1.234,TRUE
6788825.cif,0.786,TRUE
6789066.cif,0.554,TRUE
6789280.cif,0.954,TRUE
6789536.cif,0.623,TRUE
6789755.cif,0.508,TRUE
6790613.cif,0.638,TRUE
6790662.cif,2.018,TRUE
6791098.cif,2.098,TRUE
6791506.cif,2,TRUE
6791756.cif,3.912,TRUE
6795165.cif,4.022,TRUE
6795285.cif,2.575,TRUE
6795950.cif,2.578,TRUE
6796121.cif,2.434,TRUE
6798530.cif,2.552,TRUE
6800078.cif,3.278,TRUE
6800339.cif,2.671,TRUE
6801867.cif,4.512,TRUE
6801982.cif,2.167,TRUE
6802347.cif,1.812,TRUE
6802362.cif,2.192,TRUE
6802420.cif,1.812,TRUE
6802555.cif,2.281,TRUE
6802577.cif,2.248,TRUE
6802588.cif,1.909,TRUE
6802760.cif,2.249,TRUE
6802797.cif,1.966,TRUE
6802851.cif,1.83,TRUE
6803128.cif,3.988,TRUE
6803298.cif,3.277,TRUE
6803409.cif,3.961,TRUE
6803433.cif,4.542,TRUE
6805157.cif,3.76,TRUE
6807094.cif,3.914,TRUE
6807179.cif,3.428,TRUE
6807380.cif,3.245,TRUE
6808049.cif,4.012,TRUE
6808055.cif,3.776,TRUE
6809366.cif,1.456,TRUE
6815395.cif,1.089,TRUE
6819574.cif,1.736,TRUE
6821144.cif,1.394,TRUE
6821453.cif,1.412,TRUE
6824138.cif,1.503,TRUE
6832722.cif,1.277,TRUE
6832835.cif,1.386,TRUE
6833544.cif,1.164,TRUE
6836769.cif,1.504,TRUE
6837560.cif,1.279,TRUE
6837763.cif,1.124,TRUE
6838190.cif,3.033,TRUE
6843397.cif,0.524,TRUE
6844240.cif,1.92,TRUE
6844390.cif,1.119,TRUE
6845540.cif,1.534,TRUE
6846303.cif,1.532,TRUE
6848130.cif,2.972,TRUE
6849786.cif,3.491,TRUE
6849934.cif,1.293,TRUE
6850642.cif,0.613,TRUE
6852176.cif,2.277,TRUE
6852225.cif,2.687,TRUE
6855694.cif,1.391,TRUE
6858330.cif,1.932,TRUE
6862444.cif,3.084,TRUE
6867874.cif,2.146,TRUE
6867963.cif,3.074,TRUE
6869013.cif,2.053,TRUE
6872721.cif,2.045,TRUE
6873316.cif,1.377,TRUE
6874439.cif,0.721,TRUE
6899442.cif,1.071,TRUE
6899783.cif,0.581,TRUE
6904166.cif,2.194,TRUE
6904826.cif,2.715,TRUE
6906554.cif,1.818,TRUE
6908819.cif,2.194,TRUE
6908890.cif,0.581,TRUE
6909108.cif,4.3,TRUE
6910119.cif,3.227,TRUE
6910565.cif,1.054,TRUE
6910777.cif,0.557,TRUE
6912432.cif,0.939,TRUE
6940125.cif,1.806,TRUE
7672840.cif,1.825,TRUE
7673180.cif,1.893,TRUE
7673234.cif,1.799,TRUE
7673364.cif,2.934,TRUE
7673490.cif,5.604,TRUE
7673638.cif,4.394,TRUE
7673828.cif,3.16,TRUE
7673870.cif,3.015,TRUE
7673902.cif,3.813,TRUE
7673956.cif,3.144,TRUE
7673968.cif,5.113,TRUE
7674040.cif,3.036,TRUE
7674428.cif,2.299,TRUE
7674640.cif,2.877,TRUE
7674708.cif,2.417,TRUE
7674930.cif,2.178,TRUE
7675410.cif,2.319,TRUE
7675450.cif,0.541,TRUE
7675572.cif,4.772,TRUE
7676076.cif,2.227,TRUE
7679976.cif,4.866,TRUE
7728334.cif,2.379,TRUE
7728872.cif,1.061,TRUE
7731136.cif,0.943,TRUE
7731142.cif,1.084,TRUE
7731200.cif,4.106,TRUE
7731214.cif,4.012,TRUE
7731746.cif,4.104,TRUE
7731908.cif,4.24,TRUE
7731912.cif,4.808,TRUE
7732052.cif,2.29,TRUE
7732556.cif,2.862,TRUE
7732746.cif,1.709,TRUE
7732800.cif,0.55,TRUE
7732958.cif,2.477,TRUE
7733304.cif,2.171,TRUE
7733308.cif,0.966,TRUE
7733454.cif,0.963,TRUE
7733934.cif,2.317,TRUE
7734198.cif,2.752,TRUE
7734262.cif,2.571,TRUE
7734310.cif,4.044,TRUE
7734452.cif,3.82,TRUE
7734816.cif,2.062,TRUE
7734824.cif,2.394,TRUE
7734906.cif,2.296,TRUE
7734950.cif,1.12,TRUE
7735092.cif,4.907,TRUE
7735612.cif,2.376,TRUE
7735672.cif,1.258,TRUE
7736384.cif,0.687,TRUE
7736630.cif,4.931,TRUE
7736654.cif,2.316,TRUE
7737748.cif,4.642,TRUE
7738116.cif,4.766,TRUE
7738228.cif,3.738,TRUE
7738326.cif,3.474,TRUE
7738440.cif,2.213,TRUE
7739362.cif,4.48,TRUE
7739502.cif,2.653,TRUE
7740196.cif,2.144,TRUE
7740204.cif,2.748,TRUE
7740548.cif,2.468,TRUE
7740618.cif,2.703,TRUE
7741402.cif,1.171,TRUE
7741690.cif,1.478,TRUE
7741794.cif,2.403,TRUE
7742216.cif,3.348,TRUE
7742268.cif,3.226,TRUE
7742360.cif,1.376,TRUE
7742490.cif,3.374,TRUE
7742748.cif,2.562,TRUE
7742950.cif,2.862,TRUE
7743582.cif,2.329,TRUE
7743990.cif,2.538,TRUE
7744004.cif,2.492,TRUE
7744296.cif,2.407,TRUE
7744808.cif,2.576,TRUE
7744984.cif,3.089,TRUE
7745292.cif,2.718,TRUE
7745764.cif,1.689,TRUE
7746432.cif,1.689,TRUE
7746728.cif,2.787,TRUE
7746812.cif,3.776,TRUE
7747154.cif,1.419,TRUE
7747166.cif,2.024,TRUE
7747240.cif,2.147,TRUE
7747390.cif,1.401,TRUE
7748574.cif,1.19,TRUE
7748602.cif,3.211,TRUE
7748620.cif,1.21,TRUE
7748720.cif,1.914,TRUE
7749376.cif,0.915,TRUE
7749760.cif,6.137,TRUE
7750234.cif,5.457,TRUE
7750830.cif,2.839,TRUE
7751060.cif,2.904,TRUE
7751264.cif,1.33,TRUE
7751370.cif,2.474,TRUE
7751376.cif,2.191,TRUE
7751994.cif,2.375,TRUE
7752044.cif,1.213,TRUE
7752738.cif,1.095,TRUE
7752978.cif,4.108,TRUE
7752998.cif,2.926,TRUE
7753190.cif,4.907,TRUE
7753394.cif,0.535,TRUE
7753446.cif,2.454,TRUE
7753904.cif,2.466,TRUE
7754582.cif,0.56,TRUE
7754740.cif,2.113,TRUE
7755750.cif,0.945,TRUE
7755942.cif,2.436,TRUE
7756192.cif,2.947,TRUE
7756196.cif,2.642,TRUE
7756760.cif,4.885,TRUE
7757420.cif,1.835,TRUE
7757806.cif,2.066,TRUE
7757962.cif,2.659,TRUE
7758578.cif,2.957,TRUE
7759630.cif,2.658,TRUE
7759784.cif,2.671,TRUE
7759990.cif,0.876,TRUE
7760020.cif,1.101,TRUE
7760232.cif,0.85,TRUE
7760970.cif,0.688,TRUE
7761148.cif,1.387,TRUE
7761170.cif,2.149,TRUE
7761678.cif,2.758,TRUE
7761882.cif,1.505,TRUE
7762062.cif,2.612,TRUE
7762238.cif,0.768,TRUE
7762242.cif,1.816,TRUE
7762660.cif,1.726,TRUE
7762810.cif,1.786,TRUE
7762880.cif,1.638,TRUE
7764022.cif,1.237,TRUE
7764124.cif,0.657,TRUE
7764518.cif,0.771,TRUE
7764916.cif,0.945,TRUE
7764996.cif,1.367,TRUE
7765002.cif,1.9,TRUE
7765020.cif,0.844,TRUE
7765278.cif,0.563,TRUE
7765368.cif,0.839,TRUE
7765598.cif,1.728,TRUE
7765686.cif,0.62,TRUE
7765790.cif,1.096,TRUE
7765834.cif,0.553,TRUE
7765944.cif,1.64,TRUE
7766216.cif,1.499,TRUE
7766268.cif,2.298,TRUE
7766340.cif,2.427,TRUE
7766370.cif,3.236,TRUE
7766656.cif,3.093,TRUE
7767086.cif,1.321,TRUE
7768470.cif,2.031,TRUE
7768826.cif,1.893,TRUE
7768840.cif,3.651,TRUE
7769962.cif,4.942,TRUE
7770128.cif,4.806,TRUE
7770314.cif,4.6,TRUE
7771066.cif,0.549,TRUE
7771304.cif,1.436,TRUE
7771964.cif,3.325,TRUE
7772536.cif,1.054,TRUE
7772572.cif,2.086,TRUE
7772696.cif,1.959,TRUE
7772960.cif,1.35,TRUE
7772964.cif,1.901,TRUE
7773064.cif,2.569,TRUE
7773112.cif,1.33,TRUE
7773496.cif,1.286,TRUE
7774042.cif,1.515,TRUE
7774378.cif,0.694,TRUE
7774462.cif,0.962,TRUE
7774802.cif,1.847,TRUE
7775568.cif,1.844,TRUE
7775586.cif,1.948,TRUE
7775674.cif,0.56,TRUE
7775742.cif,1.083,TRUE
7775842.cif,1.09,TRUE
7776152.cif,0.678,TRUE
7776544.cif,0.816,TRUE
7776566.cif,1.448,TRUE
7776658.cif,0.682,TRUE
7776752.cif,0.686,TRUE
7776992.cif,0.559,TRUE
7777304.cif,0.944,TRUE
7777952.cif,0.553,TRUE
7778338.cif,0.9,TRUE
7778524.cif,0.818,TRUE
7779218.cif,0.891,TRUE
7779226.cif,0.733,TRUE
7779854.cif,3.437,TRUE
7780132.cif,3.879,TRUE
7781488.cif,1.195,TRUE
7782204.cif,0.704,TRUE
7782572.cif,0.953,TRUE
7783278.cif,2.255,TRUE
7783504.cif,2.253,TRUE
7784370.cif,0.71,TRUE
7784416.cif,2.612,TRUE
7784944.cif,2.464,TRUE
7785224.cif,0.813,TRUE
7785356.cif,1.508,TRUE
7785646.cif,0.693,TRUE
7785820.cif,3.875,TRUE
7785902.cif,4.8,TRUE
7786142.cif,4.021,TRUE
7786296.cif,1.089,TRUE
7786452.cif,1.54,TRUE
7786596.cif,1.53,TRUE
7787074.cif,0.948,TRUE
7787194.cif,1.225,TRUE
7787686.cif,1.118,TRUE
7788934.cif,0.555,TRUE
7814128.cif,2.718,TRUE
7815134.cif,2.707,TRUE
7815894.cif,4.285,TRUE
7816356.cif,4.286,TRUE
7816632.cif,8.824,TRUE
7816964.cif,2.893,TRUE
7817160.cif,2.912,TRUE
7817322.cif,2.976,TRUE
7817454.cif,2.674,TRUE
7818146.cif,3.077,TRUE
7818582.cif,4.795,TRUE
7819368.cif,4.87,TRUE
7820268.cif,4.802,TRUE
7821110.cif,0.77,TRUE
7821276.cif,3.841,TRUE
7821830.cif,5.124,TRUE
7822104.cif,8.304,TRUE
7822132.cif,0.79,TRUE
7822720.cif,0.795,TRUE
7822882.cif,2.204,TRUE
7823176.cif,0.61,TRUE
7823352.cif,3.043,TRUE
7824894.cif,1.17,TRUE
7825814.cif,1.571,TRUE
7826900.cif,1.567,TRUE
7827210.cif,2.384,TRUE
7827222.cif,2.385,TRUE
7827358.cif,2.389,TRUE
7827372.cif,2.35,TRUE
7827586.cif,0.58,TRUE
7827770.cif,5.216,TRUE
